#featureID,isolation_center_m/z,rt,compound_m/z,compound_rt,compound_formula,DB_Compound_ID,Compound_Name,DB_Spectrum_ID,dot_product,ppm_Error
0,133.014373779297,0.45985111999999995,133.0142,-1,C4H6O5,BJEPYKJPYRNKOW-UHFFFAOYSA-N,Malic acid,FiehnHILIC002812,7.509546409511565,1.306470060813177
